id,assetCode,name,description,category,status,condition,parkId,parkName,location,purchaseDate,purchaseCost,currentValue,depreciationRate,manufacturer,model,serialNumber,maintenanceInterval,lastMaintenanceDate,nextMaintenanceDate,warrantyExpiry,age_days,maintenance_count,days_since_maintenance,failure_probability,createdAt,updatedAt
asset_0377,SAF-701086-277,Generic Brand Safety Equipment #378,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kombolcha,Kilinto Industrial Park,"Building C, Floor 1",2025-06-24T00:23:31.979425,8161,7753.71,8.93,Generic Brand,Generic Brand-846,SN7389528,180,2025-12-14T00:23:31.985103,2026-06-12T00:23:31.985103,2027-06-24T00:23:31.979425,200,1,27,5.05,2025-06-24T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0378,SAF-361726-575,Generic Brand Safety Equipment #379,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,bole-lemi,Bole Lemi Industrial Park,"Building C, Floor 1",2024-02-10T00:23:31.979425,3684,2906.26,11.64,Generic Brand,Generic Brand-298,SN8706179,180,2025-08-22T00:23:31.985103,2026-02-18T00:23:31.985103,2026-02-09T00:23:31.979425,700,3,141,5.19,2024-02-10T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0379,FUR-396168-220,Generic Brand Furniture #380,Generic Brand industrial furniture for manufacturing operations,furniture,operational,excellent,hawassa-park,Kilinto Industrial Park,"Building A, Floor 2",2025-12-10T00:23:31.979425,2033,2017.81,8.46,Generic Brand,Generic Brand-535,SN8463815,180,2025-08-16T00:23:31.985103,2026-02-12T00:23:31.985103,2026-12-10T00:23:31.979425,31,0,147,5.01,2025-12-10T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0380,TOO-235200-900,Generic Brand Tool #381,Generic Brand industrial tool for manufacturing operations,tool,repair,fair,kombolcha,Kilinto Industrial Park,"Building D, Floor 1",2023-11-14T00:23:31.979425,1137,940.54,8.42,Generic Brand,Generic Brand-470,SN9784250,180,2025-12-19T00:23:31.985103,2026-06-17T00:23:31.985103,2025-11-13T00:23:31.979425,788,4,22,10.22,2023-11-14T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0381,SAF-542535-277,Generic Brand Safety Equipment #382,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,repair,good,kombolcha,Bole Lemi Industrial Park,"Building A, Floor 1",2025-04-11T00:23:31.979425,4222,3609.01,18.87,Generic Brand,Generic Brand-686,SN2332988,180,2025-11-04T00:23:31.985103,2026-05-03T00:23:31.985103,2026-04-11T00:23:31.979425,274,1,67,7.08,2025-04-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0382,VEH-723395-340,Toyota Vehicle #383,Toyota industrial vehicle for manufacturing operations,vehicle,reserved,good,kilinto,Hawassa Industrial Park,"Building C, Floor 2",2023-06-01T00:23:31.979425,55892,32930.46,18.33,Toyota,Toyota-246,SN3399064,120,2025-12-16T00:23:31.985103,2026-04-15T00:23:31.985103,2025-05-31T00:23:31.979425,954,7,25,7.26,2023-06-01T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0383,SAF-439925-988,Generic Brand Safety Equipment #384,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,damaged,fair,kilinto,Kilinto Industrial Park,"Building A, Floor 3",2022-04-07T00:23:31.979425,9067,5371.96,12.99,Generic Brand,Generic Brand-447,SN1730902,180,2025-12-24T00:23:31.985103,2026-06-22T00:23:31.985103,2023-04-07T00:23:31.979425,1374,7,17,10.38,2022-04-07T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0384,INF-167816-582,Caterpillar Infrastructure #385,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,repair,fair,hawassa-park,Hawassa Industrial Park,"Building A, Floor 3",2025-06-07T00:23:31.979425,492586,454842.33,12.56,Caterpillar,Caterpillar-211,SN1582224,180,2025-09-25T00:23:31.985103,2026-03-24T00:23:31.985103,2026-06-07T00:23:31.979425,217,1,107,10.06,2025-06-07T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0385,MAC-637034-875,Siemens Machinery #386,Siemens industrial machinery for manufacturing operations,machinery,operational,good,kombolcha,Kombolcha Industrial Park,"Building C, Floor 3",2022-08-25T00:23:31.979425,227107,118237.35,17.57,Siemens,Siemens-662,SN1602493,90,2025-11-03T00:23:31.985103,2026-02-01T00:23:31.985103,2023-08-25T00:23:31.979425,1234,13,68,7.34,2022-08-25T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0386,SAF-756279-874,Generic Brand Safety Equipment #387,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,poor,hawassa-park,Kombolcha Industrial Park,"Building A, Floor 1",2021-09-01T00:23:31.979425,9719,3871.39,19.04,Generic Brand,Generic Brand-760,SN3638961,180,2025-11-10T00:23:31.985103,2026-05-09T00:23:31.985103,2022-09-01T00:23:31.979425,1592,8,61,15.44,2021-09-01T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0387,SAF-313391-776,Generic Brand Safety Equipment #388,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kilinto,Bole Lemi Industrial Park,"Building D, Floor 1",2025-04-17T00:23:31.979425,6135,5885.35,5.5,Generic Brand,Generic Brand-269,SN4009262,180,2025-08-24T00:23:31.985103,2026-02-20T00:23:31.985103,2028-04-16T00:23:31.979425,268,1,139,5.07,2025-04-17T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0388,UTI-907439-853,KSB Utility #389,KSB industrial utility for manufacturing operations,utility,maintenance,poor,hawassa-park,Bole Lemi Industrial Park,"Building C, Floor 2",2022-12-02T00:23:31.979425,76669,58075.23,8.55,KSB,KSB-807,SN9854806,90,2026-01-05T00:23:31.985103,2026-04-05T00:23:31.985103,2025-12-01T00:23:31.979425,1135,12,5,15.31,2022-12-02T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0389,IT--609530-531,HP It Equipment #390,HP industrial it-equipment for manufacturing operations,it-equipment,operational,good,kilinto,Hawassa Industrial Park,"Building B, Floor 3",2025-06-21T00:23:31.979425,8275,7710.8,11.93,HP,HP-324,SN1705207,365,2025-02-27T00:23:31.985103,2026-02-27T00:23:31.985103,2027-06-21T00:23:31.979425,203,0,317,7.06,2025-06-21T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0390,FUR-912931-799,Generic Brand Furniture #391,Generic Brand industrial furniture for manufacturing operations,furniture,operational,excellent,kilinto,Kilinto Industrial Park,"Building B, Floor 3",2025-02-27T00:23:31.979425,4251,3834.45,11.2,Generic Brand,Generic Brand-147,SN1041831,180,2025-11-05T00:23:31.985103,2026-05-04T00:23:31.985103,2026-02-27T00:23:31.979425,317,1,66,5.09,2025-02-27T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0391,TOO-806255-363,Generic Brand Tool #392,Generic Brand industrial tool for manufacturing operations,tool,maintenance,poor,kilinto,Bole Lemi Industrial Park,"Building A, Floor 1",2021-06-05T00:23:31.979425,2285,873.57,18.86,Generic Brand,Generic Brand-383,SN1593245,180,2025-07-15T00:23:31.985103,2026-01-11T00:23:31.985103,2022-06-05T00:23:31.979425,1680,9,179,15.46,2021-06-05T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0392,TOO-865384-752,Generic Brand Tool #393,Generic Brand industrial tool for manufacturing operations,tool,operational,poor,kilinto,Bole Lemi Industrial Park,"Building D, Floor 2",2021-05-24T00:23:31.979425,2266,888.02,18.31,Generic Brand,Generic Brand-162,SN6720329,180,2025-12-07T00:23:31.985103,2026-06-05T00:23:31.985103,2024-05-23T00:23:31.979425,1692,9,34,15.46,2021-05-24T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0393,IT--336941-346,Lenovo It Equipment #394,Lenovo industrial it-equipment for manufacturing operations,it-equipment,operational,excellent,bole-lemi,Kilinto Industrial Park,"Building D, Floor 2",2025-08-26T00:23:31.979425,8345,7811.17,16.16,Lenovo,Lenovo-287,SN6460074,365,2025-04-28T00:23:31.985103,2026-04-28T00:23:31.985103,2028-08-25T00:23:31.979425,137,0,257,5.04,2025-08-26T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0394,IT--198310-894,Cisco It Equipment #395,Cisco industrial it-equipment for manufacturing operations,it-equipment,operational,fair,kombolcha,Hawassa Industrial Park,"Building D, Floor 1",2021-04-22T00:23:31.979425,3741,1689.21,15.5,Cisco,Cisco-768,SN6590419,365,2025-11-27T00:23:31.985103,2026-11-27T00:23:31.985103,2024-04-21T00:23:31.979425,1724,4,44,10.47,2021-04-22T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0395,VEH-884615-370,Isuzu Vehicle #396,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,fair,kombolcha,Hawassa Industrial Park,"Building C, Floor 2",2023-12-04T00:23:31.979425,135217,103249.08,12.04,Isuzu,Isuzu-896,SN3456706,120,2026-01-03T00:23:31.985103,2026-05-03T00:23:31.985103,2025-12-03T00:23:31.979425,768,6,7,10.21,2023-12-04T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0396,SAF-410682-926,Generic Brand Safety Equipment #397,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,maintenance,good,kombolcha,Kilinto Industrial Park,"Building C, Floor 1",2025-10-20T00:23:31.979425,674,642.81,19.02,Generic Brand,Generic Brand-971,SN2513725,180,2025-09-06T00:23:31.985103,2026-03-05T00:23:31.985103,2027-10-20T00:23:31.979425,82,0,126,7.02,2025-10-20T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0397,TOO-494304-676,Generic Brand Tool #398,Generic Brand industrial tool for manufacturing operations,tool,repair,poor,bole-lemi,Kilinto Industrial Park,"Building C, Floor 3",2024-03-28T00:23:31.979425,888,655.34,15.63,Generic Brand,Generic Brand-928,SN9265160,180,2025-11-03T00:23:31.985103,2026-05-02T00:23:31.985103,2027-03-28T00:23:31.979425,653,3,68,15.18,2024-03-28T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0398,IT--855435-878,Dell It Equipment #399,Dell industrial it-equipment for manufacturing operations,it-equipment,operational,fair,hawassa-park,Kombolcha Industrial Park,"Building D, Floor 3",2023-07-11T00:23:31.979425,5305,4030.3,10.4,Dell,Dell-717,SN3729126,365,2025-05-05T00:23:31.985103,2026-05-05T00:23:31.985103,2024-07-10T00:23:31.979425,914,2,250,10.25,2023-07-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0399,FUR-907260-539,Generic Brand Furniture #400,Generic Brand industrial furniture for manufacturing operations,furniture,reserved,good,kilinto,Kilinto Industrial Park,"Building C, Floor 1",2024-09-06T00:23:31.979425,2621,2434.85,5.33,Generic Brand,Generic Brand-170,SN1403363,180,2026-01-03T00:23:31.985103,2026-07-02T00:23:31.985103,2026-09-06T00:23:31.979425,491,2,7,7.13,2024-09-06T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0400,VEH-984752-361,Isuzu Vehicle #401,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,good,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 3",2025-03-21T00:23:31.979425,102783,92703.69,12.0,Isuzu,Isuzu-724,SN5633094,120,2025-12-29T00:23:31.985103,2026-04-28T00:23:31.985103,2028-03-20T00:23:31.979425,295,2,12,7.08,2025-03-21T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0401,SAF-914228-931,Generic Brand Safety Equipment #402,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 1",2025-02-13T00:23:31.979425,5070,4692.15,8.19,Generic Brand,Generic Brand-765,SN1771279,180,2025-08-18T00:23:31.985103,2026-02-14T00:23:31.985103,2028-02-13T00:23:31.979425,331,1,145,5.09,2025-02-13T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0402,IT--558243-889,HP It Equipment #403,HP industrial it-equipment for manufacturing operations,it-equipment,operational,good,bole-lemi,Kilinto Industrial Park,"Building A, Floor 2",2024-11-19T00:23:31.979425,4385,3701.6,13.79,HP,HP-660,SN6897858,365,2025-03-31T00:23:31.985103,2026-03-31T00:23:31.985103,2026-11-19T00:23:31.979425,417,1,285,7.11,2024-11-19T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0403,UTI-942600-556,KSB Utility #404,KSB industrial utility for manufacturing operations,utility,repair,poor,kombolcha,Kilinto Industrial Park,"Building B, Floor 2",2023-08-27T00:23:31.979425,44729,31414.05,13.83,KSB,KSB-252,SN1996763,90,2025-11-16T00:23:31.985103,2026-02-14T00:23:31.985103,2025-08-26T00:23:31.979425,867,9,55,15.24,2023-08-27T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0404,VEH-753939-168,Volvo Vehicle #405,Volvo industrial vehicle for manufacturing operations,vehicle,reserved,fair,hawassa-park,Kombolcha Industrial Park,"Building B, Floor 3",2023-08-04T00:23:31.979425,107493,81255.29,10.85,Volvo,Volvo-266,SN6338652,120,2025-11-07T00:23:31.985103,2026-03-07T00:23:31.985103,2024-08-03T00:23:31.979425,890,7,64,10.24,2023-08-04T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0405,INF-926825-518,General Electric Infrastructure #406,General Electric industrial infrastructure for manufacturing operations,infrastructure,reserved,good,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 2",2021-12-17T00:23:31.979425,336730,241626.27,7.84,General Electric,General Electric-640,SN8573521,180,2025-08-13T00:23:31.985103,2026-02-09T00:23:31.985103,2022-12-17T00:23:31.979425,1485,8,150,7.41,2021-12-17T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0406,IT--762141-838,Cisco It Equipment #407,Cisco industrial it-equipment for manufacturing operations,it-equipment,operational,good,hawassa-park,Kilinto Industrial Park,"Building D, Floor 3",2025-08-17T00:23:31.979425,5827,5477.42,14.34,Cisco,Cisco-348,SN8247853,365,2025-12-21T00:23:31.985103,2026-12-21T00:23:31.985103,2026-08-17T00:23:31.979425,146,0,20,7.04,2025-08-17T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0407,VEH-398542-690,Isuzu Vehicle #408,Isuzu industrial vehicle for manufacturing operations,vehicle,repair,excellent,kombolcha,Bole Lemi Industrial Park,"Building B, Floor 3",2025-04-16T00:23:31.979425,113846,106752.59,8.36,Isuzu,Isuzu-173,SN1983074,120,2025-11-20T00:23:31.985103,2026-03-20T00:23:31.985103,2028-04-15T00:23:31.979425,269,2,51,5.07,2025-04-16T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0408,IT--909824-461,Dell It Equipment #409,Dell industrial it-equipment for manufacturing operations,it-equipment,operational,good,kilinto,Kombolcha Industrial Park,"Building A, Floor 1",2021-12-10T00:23:31.979425,4250,2221.09,14.69,Dell,Dell-784,SN9907089,365,2025-11-17T00:23:31.985103,2026-11-17T00:23:31.985103,2023-12-10T00:23:31.979425,1492,4,54,7.41,2021-12-10T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0409,FUR-658919-591,Generic Brand Furniture #410,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,fair,bole-lemi,Bole Lemi Industrial Park,"Building D, Floor 2",2023-10-04T00:23:31.979425,1456,962.14,16.68,Generic Brand,Generic Brand-129,SN9582020,180,2025-11-18T00:23:31.985103,2026-05-17T00:23:31.985103,2025-10-03T00:23:31.979425,829,4,53,10.23,2023-10-04T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0410,INF-694912-288,Caterpillar Infrastructure #411,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,damaged,poor,kombolcha,Kombolcha Industrial Park,"Building A, Floor 2",2022-10-30T00:23:31.979425,968404,627052.73,12.71,Caterpillar,Caterpillar-849,SN1980820,180,2025-09-17T00:23:31.985103,2026-03-16T00:23:31.985103,2025-10-29T00:23:31.979425,1168,6,115,15.32,2022-10-30T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0411,MAC-442349-773,Mitsubishi Machinery #412,Mitsubishi industrial machinery for manufacturing operations,machinery,operational,good,kombolcha,Kombolcha Industrial Park,"Building D, Floor 1",2024-07-30T00:23:31.979425,468474,348065.38,18.55,Mitsubishi,Mitsubishi-809,SN6066412,90,2025-11-12T00:23:31.985103,2026-02-10T00:23:31.985103,2026-07-30T00:23:31.979425,529,5,59,7.14,2024-07-30T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0412,UTI-261533-501,Wilo Utility #413,Wilo industrial utility for manufacturing operations,utility,operational,excellent,hawassa-park,Kilinto Industrial Park,"Building A, Floor 1",2024-07-23T00:23:31.979425,75324,60000.37,14.36,Wilo,Wilo-341,SN8183047,90,2025-12-29T00:23:31.985103,2026-03-29T00:23:31.985103,2026-07-23T00:23:31.979425,536,5,12,5.15,2024-07-23T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0413,MAC-408318-945,Mitsubishi Machinery #414,Mitsubishi industrial machinery for manufacturing operations,machinery,operational,excellent,kombolcha,Kombolcha Industrial Park,"Building C, Floor 2",2025-03-11T00:23:31.979425,436677,395862.86,11.09,Mitsubishi,Mitsubishi-700,SN7774234,90,2025-10-13T00:23:31.985103,2026-01-11T00:23:31.985103,2028-03-10T00:23:31.979425,305,3,89,5.08,2025-03-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0414,MAC-581256-606,Siemens Machinery #415,Siemens industrial machinery for manufacturing operations,machinery,repair,poor,bole-lemi,Kilinto Industrial Park,"Building D, Floor 3",2023-08-24T00:23:31.979425,149513,102872.11,14.53,Siemens,Siemens-628,SN7473696,90,2025-12-08T00:23:31.985103,2026-03-08T00:23:31.985103,2026-08-23T00:23:31.979425,870,9,33,15.24,2023-08-24T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0415,IT--791491-142,Cisco It Equipment #416,Cisco industrial it-equipment for manufacturing operations,it-equipment,repair,fair,kombolcha,Kombolcha Industrial Park,"Building B, Floor 3",2022-05-06T00:23:31.979425,1561,1204.95,6.79,Cisco,Cisco-615,SN9216445,365,2025-05-18T00:23:31.985103,2026-05-18T00:23:31.985103,2025-05-05T00:23:31.979425,1345,3,237,10.37,2022-05-06T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0416,UTI-429826-616,Wilo Utility #417,Wilo industrial utility for manufacturing operations,utility,operational,good,hawassa-park,Kombolcha Industrial Park,"Building D, Floor 3",2021-11-17T00:23:31.979425,11569,5902.14,14.98,Wilo,Wilo-815,SN3236475,90,2025-10-14T00:23:31.985103,2026-01-12T00:23:31.985103,2022-11-17T00:23:31.979425,1515,16,88,7.42,2021-11-17T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0417,IT--386209-298,Lenovo It Equipment #418,Lenovo industrial it-equipment for manufacturing operations,it-equipment,maintenance,excellent,hawassa-park,Kilinto Industrial Park,"Building B, Floor 2",2024-10-11T00:23:31.979425,7967,7455.16,5.18,Lenovo,Lenovo-830,SN1434552,365,2025-12-22T00:23:31.985103,2026-12-22T00:23:31.985103,2025-10-11T00:23:31.979425,456,1,19,5.12,2024-10-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0418,VEH-121941-153,Isuzu Vehicle #419,Isuzu industrial vehicle for manufacturing operations,vehicle,maintenance,fair,kombolcha,Bole Lemi Industrial Park,"Building B, Floor 1",2024-11-11T00:23:31.979425,40718,33231.84,16.02,Isuzu,Isuzu-173,SN8239688,120,2026-01-01T00:23:31.985103,2026-05-01T00:23:31.985103,2026-11-11T00:23:31.979425,425,3,9,10.12,2024-11-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0419,OTH-460468-897,Generic Brand Other #420,Generic Brand industrial other for manufacturing operations,other,operational,fair,bole-lemi,Kombolcha Industrial Park,"Building C, Floor 1",2022-10-21T00:23:31.979425,16106,9717.5,14.51,Generic Brand,Generic Brand-843,SN4506713,180,2025-11-24T00:23:31.985103,2026-05-23T00:23:31.985103,2024-10-20T00:23:31.979425,1177,6,47,10.32,2022-10-21T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0420,OTH-619758-494,Generic Brand Other #421,Generic Brand industrial other for manufacturing operations,other,operational,fair,bole-lemi,Bole Lemi Industrial Park,"Building D, Floor 3",2024-04-28T00:23:31.979425,37050,28239.61,14.74,Generic Brand,Generic Brand-744,SN1904739,180,2025-10-15T00:23:31.985103,2026-04-13T00:23:31.985103,2025-04-28T00:23:31.979425,622,3,87,10.17,2024-04-28T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0421,UTI-644902-243,KSB Utility #422,KSB industrial utility for manufacturing operations,utility,maintenance,poor,hawassa-park,Hawassa Industrial Park,"Building B, Floor 1",2022-06-23T00:23:31.979425,14068,6765.94,18.63,KSB,KSB-821,SN8001017,90,2026-01-05T00:23:31.985103,2026-04-05T00:23:31.985103,2024-06-22T00:23:31.979425,1297,14,5,15.36,2022-06-23T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0422,TOO-701125-880,Generic Brand Tool #423,Generic Brand industrial tool for manufacturing operations,tool,operational,fair,kombolcha,Hawassa Industrial Park,"Building A, Floor 1",2024-05-19T00:23:31.979425,4518,3925.46,8.19,Generic Brand,Generic Brand-273,SN5003691,180,2025-07-19T00:23:31.985103,2026-01-15T00:23:31.985103,2027-05-19T00:23:31.979425,601,3,175,10.16,2024-05-19T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0423,SAF-236857-669,Generic Brand Safety Equipment #424,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,fair,kilinto,Hawassa Industrial Park,"Building D, Floor 1",2023-04-12T00:23:31.979425,4539,2852.05,15.55,Generic Brand,Generic Brand-247,SN6523637,180,2025-10-21T00:23:31.985103,2026-04-19T00:23:31.985103,2026-04-11T00:23:31.979425,1004,5,81,10.28,2023-04-12T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0424,VEH-529735-408,Isuzu Vehicle #425,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,fair,bole-lemi,Kilinto Industrial Park,"Building A, Floor 3",2025-10-09T00:23:31.979425,53612,52223.06,9.8,Isuzu,Isuzu-870,SN7330996,120,2025-10-02T00:23:31.985103,2026-01-30T00:23:31.985103,2026-10-09T00:23:31.979425,93,0,100,10.03,2025-10-09T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0425,VEH-724903-536,Volvo Vehicle #426,Volvo industrial vehicle for manufacturing operations,vehicle,repair,fair,bole-lemi,Bole Lemi Industrial Park,"Building A, Floor 1",2025-02-23T00:23:31.979425,87962,74657.78,17.02,Volvo,Volvo-430,SN7419769,120,2025-12-01T00:23:31.985103,2026-03-31T00:23:31.985103,2028-02-23T00:23:31.979425,321,2,40,10.09,2025-02-23T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0426,IT--257279-441,Dell It Equipment #427,Dell industrial it-equipment for manufacturing operations,it-equipment,repair,good,hawassa-park,Kombolcha Industrial Park,"Building A, Floor 1",2021-02-20T00:23:31.979425,4434,3091.46,7.11,Dell,Dell-927,SN1755039,365,2025-09-10T00:23:31.985103,2026-09-10T00:23:31.985103,2023-02-20T00:23:31.979425,1785,4,122,7.49,2021-02-20T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0427,INF-291187-615,Komatsu Infrastructure #428,Komatsu industrial infrastructure for manufacturing operations,infrastructure,repair,critical,bole-lemi,Kombolcha Industrial Park,"Building D, Floor 3",2021-02-14T00:23:31.979425,860418,304602.92,19.08,Komatsu,Komatsu-262,SN5263699,180,2025-09-18T00:23:31.985103,2026-03-17T00:23:31.985103,2024-02-14T00:23:31.979425,1791,9,114,25.49,2021-02-14T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0428,IT--164725-816,Cisco It Equipment #429,Cisco industrial it-equipment for manufacturing operations,it-equipment,operational,fair,kombolcha,Kombolcha Industrial Park,"Building D, Floor 2",2022-02-17T00:23:31.979425,9353,4752.8,15.95,Cisco,Cisco-583,SN4486212,365,2025-08-16T00:23:31.985103,2026-08-16T00:23:31.985103,2023-02-17T00:23:31.979425,1423,3,147,10.39,2022-02-17T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0429,OTH-322282-946,Generic Brand Other #430,Generic Brand industrial other for manufacturing operations,other,operational,fair,hawassa-park,Bole Lemi Industrial Park,"Building C, Floor 2",2024-05-04T00:23:31.979425,29905,22469.24,15.59,Generic Brand,Generic Brand-786,SN1577108,180,2025-10-06T00:23:31.985103,2026-04-04T00:23:31.985103,2025-05-04T00:23:31.979425,616,3,96,10.17,2024-05-04T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0430,OTH-124488-125,Generic Brand Other #431,Generic Brand industrial other for manufacturing operations,other,repair,poor,kombolcha,Kombolcha Industrial Park,"Building D, Floor 3",2022-02-11T00:23:31.979425,25051,10827.32,19.3,Generic Brand,Generic Brand-691,SN3599114,180,2026-01-10T00:23:31.985103,2026-07-09T00:23:31.985103,2025-02-10T00:23:31.979425,1429,7,0,15.39,2022-02-11T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0431,SAF-748443-209,Generic Brand Safety Equipment #432,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kilinto,Kilinto Industrial Park,"Building B, Floor 2",2025-10-16T00:23:31.979425,2421,2368.06,8.96,Generic Brand,Generic Brand-861,SN7032326,180,2025-12-26T00:23:31.985103,2026-06-24T00:23:31.985103,2027-10-16T00:23:31.979425,86,0,15,5.02,2025-10-16T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0432,MAC-530521-969,Honeywell Machinery #433,Honeywell industrial machinery for manufacturing operations,machinery,repair,fair,bole-lemi,Bole Lemi Industrial Park,"Building D, Floor 3",2021-04-26T00:23:31.979425,234198,91141.38,18.16,Honeywell,Honeywell-666,SN3767171,90,2025-11-08T00:23:31.985103,2026-02-06T00:23:31.985103,2024-04-25T00:23:31.979425,1720,19,63,10.47,2021-04-26T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0433,UTI-336925-445,Grundfos Utility #434,Grundfos industrial utility for manufacturing operations,utility,maintenance,poor,hawassa-park,Kilinto Industrial Park,"Building D, Floor 1",2023-01-16T00:23:31.979425,63805,40255.63,14.3,Grundfos,Grundfos-290,SN5737448,90,2025-10-23T00:23:31.985103,2026-01-21T00:23:31.985103,2026-01-15T00:23:31.979425,1090,12,79,15.3,2023-01-16T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0434,VEH-464869-167,Toyota Vehicle #435,Toyota industrial vehicle for manufacturing operations,vehicle,maintenance,fair,hawassa-park,Kombolcha Industrial Park,"Building A, Floor 3",2023-08-06T00:23:31.979425,149656,91826.16,18.2,Toyota,Toyota-477,SN8756315,120,2025-10-22T00:23:31.985103,2026-02-19T00:23:31.985103,2025-08-05T00:23:31.979425,888,7,80,10.24,2023-08-06T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0435,TOO-748353-434,Generic Brand Tool #436,Generic Brand industrial tool for manufacturing operations,tool,operational,excellent,hawassa-park,Hawassa Industrial Park,"Building C, Floor 3",2023-03-29T00:23:31.979425,867,502.28,17.79,Generic Brand,Generic Brand-838,SN6204387,180,2025-12-11T00:23:31.985103,2026-06-09T00:23:31.985103,2026-03-28T00:23:31.979425,1018,5,30,5.28,2023-03-29T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0436,INF-498811-217,Komatsu Infrastructure #437,Komatsu industrial infrastructure for manufacturing operations,infrastructure,operational,fair,hawassa-park,Kilinto Industrial Park,"Building B, Floor 2",2025-06-04T00:23:31.979425,455980,440754.67,5.48,Komatsu,Komatsu-333,SN6758745,180,2025-09-29T00:23:31.985103,2026-03-28T00:23:31.985103,2026-06-04T00:23:31.979425,220,1,103,10.06,2025-06-04T00:23:31.979425,2026-01-10T00:23:31.985103
